False_Positive_Rate,True_Positive_Rate,Threshold
0.11014492753623188,0.5588235294117647,0.4972418314674201
0.11014492753623188,0.5614973262032086,0.4971259755063169
0.1111111111111111,0.5614973262032086,0.4965025322553768
0.1111111111111111,0.5641711229946524,0.494831938897363
0.11497584541062802,0.5641711229946524,0.49283992270056187
0.11497584541062802,0.5668449197860963,0.4928038167859998
0.11594202898550725,0.5668449197860963,0.49199133189414684
0.11594202898550725,0.56951871657754,0.49174381271476536
0.11690821256038647,0.56951871657754,0.49128965538875113
0.11690821256038647,0.5748663101604278,0.4895073934979065
0.12367149758454106,0.5748663101604278,0.4837435836609742
0.12367149758454106,0.5802139037433155,0.4825710881669986
0.1246376811594203,0.5802139037433155,0.48118496025588847
0.1246376811594203,0.5855614973262032,0.48007999368889565
0.12657004830917876,0.5855614973262032,0.4772032277792993
0.12657004830917876,0.5909090909090909,0.47678177302284686
0.1285024154589372,0.5909090909090909,0.4761504887727268
0.1285024154589372,0.5935828877005348,0.4760974072274798
0.13333333333333333,0.5935828877005348,0.47099519757123925
0.13333333333333333,0.5962566844919787,0.47035242241877057
0.13816425120772946,0.5962566844919787,0.46452821942718864
0.13816425120772946,0.6016042780748663,0.4640801226805186
0.14202898550724638,0.6016042780748663,0.4600770481142926
0.14202898550724638,0.6096256684491979,0.4581200724133376
0.14492753623188406,0.6096256684491979,0.4537871458893476
0.14492753623188406,0.6122994652406417,0.4534546559977921
0.15458937198067632,0.6122994652406417,0.4459672319466711
0.15458937198067632,0.6149732620320856,0.4453443919076039
0.15942028985507245,0.6149732620320856,0.4425901157383408
0.15942028985507245,0.6203208556149733,0.44086462995360615
0.16135265700483092,0.6203208556149733,0.4400431841514978
0.16135265700483092,0.6229946524064172,0.4399335102955903
0.16231884057971013,0.6229946524064172,0.43948702057041894
0.16231884057971013,0.6256684491978609,0.43788632499312885
0.16328502415458937,0.6256684491978609,0.4376506479078635
0.16328502415458937,0.6283422459893048,0.4325897472000907
0.1642512077294686,0.6283422459893048,0.4322012893362319
0.1642512077294686,0.6336898395721925,0.4316561763045394
0.16521739130434782,0.6336898395721925,0.4312768167529238
0.16521739130434782,0.6363636363636364,0.4304688454306234
0.1671497584541063,0.6363636363636364,0.4291820109769639
0.1671497584541063,0.6390374331550802,0.4288161392824087
0.1681159420289855,0.6390374331550802,0.4275219251702966
0.1681159420289855,0.6417112299465241,0.42600493996389777
0.16908212560386474,0.6417112299465241,0.4243926278960438
0.16908212560386474,0.6443850267379679,0.4242878198819362
0.17391304347826086,0.6443850267379679,0.4209109633280268
0.17391304347826086,0.6470588235294118,0.42062339345614214
0.1758454106280193,0.6470588235294118,0.420405306138103
0.1758454106280193,0.6497326203208557,0.42005692675623846
0.17681159420289855,0.6497326203208557,0.4194276438122756
0.17681159420289855,0.6524064171122995,0.41689973967121374
0.178743961352657,0.6524064171122995,0.41479809994092726
0.178743961352657,0.6550802139037433,0.41395353491957143
0.1855072463768116,0.6550802139037433,0.4081102101609375
0.1855072463768116,0.6631016042780749,0.40054497769156644
0.18743961352657004,0.6631016042780749,0.3985808692169827
0.18743961352657004,0.6737967914438503,0.39345869368900355
0.19033816425120773,0.6737967914438503,0.38837005459788415
0.19033816425120773,0.679144385026738,0.3871671969372441
0.19420289855072465,0.679144385026738,0.38515282802873874
0.19420289855072465,0.6844919786096256,0.3850435142777947
0.19516908212560385,0.6844919786096256,0.3821917860406104
0.19516908212560385,0.6898395721925134,0.38125304930488385
0.19710144927536233,0.6898395721925134,0.380446519807252
0.19710144927536233,0.6951871657754011,0.3776413143951929
0.2,0.6951871657754011,0.37074447985637726
0.2,0.6978609625668449,0.36987867978111205
